window_name,season,jurisdiction,total_burden,inside_burden,coverage,missed_fraction,metric_label
baseline_oct_mar,2025-2026,Tennessee,1091.0,917.0,0.84051329055912,0.15948670944087995,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Tennessee,1091.0,923.0,0.846012832263978,0.15398716773602195,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Tennessee,1091.0,973.0,0.8918423464711274,0.10815765352887263,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Texas,6304.0,5701.0,0.9043464467005076,0.09565355329949243,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Texas,6304.0,5781.0,0.9170368020304569,0.0829631979695431,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Texas,6304.0,5870.0,0.9311548223350253,0.06884517766497467,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Utah,237.0,209.0,0.8818565400843882,0.11814345991561181,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Utah,237.0,209.0,0.8818565400843882,0.11814345991561181,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Utah,237.0,220.0,0.9282700421940928,0.07172995780590719,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Vermont,47.0,33.0,0.7021276595744681,0.2978723404255319,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Vermont,47.0,33.0,0.7021276595744681,0.2978723404255319,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Vermont,47.0,44.0,0.9361702127659575,0.06382978723404253,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Virginia,642.0,556.0,0.8660436137071651,0.1339563862928349,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Virginia,642.0,565.0,0.8800623052959502,0.1199376947040498,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Virginia,642.0,591.0,0.9205607476635514,0.07943925233644855,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Washington,309.0,261.0,0.8446601941747572,0.15533980582524276,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Washington,309.0,267.0,0.8640776699029126,0.13592233009708743,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Washington,309.0,282.0,0.912621359223301,0.08737864077669899,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,West Virginia,462.0,339.0,0.7337662337662337,0.26623376623376627,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,West Virginia,462.0,341.0,0.7380952380952381,0.26190476190476186,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,West Virginia,462.0,420.0,0.9090909090909091,0.09090909090909094,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Wisconsin,669.0,547.0,0.8176382660687593,0.18236173393124067,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Wisconsin,669.0,549.0,0.820627802690583,0.179372197309417,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Wisconsin,669.0,613.0,0.9162929745889388,0.08370702541106123,"Pediatric RSV hospital admissions, ages 0-4"
baseline_oct_mar,2025-2026,Wyoming,187.0,141.0,0.7540106951871658,0.2459893048128342,"Pediatric RSV hospital admissions, ages 0-4"
early_sep_mar,2025-2026,Wyoming,187.0,141.0,0.7540106951871658,0.2459893048128342,"Pediatric RSV hospital admissions, ages 0-4"
late_oct_apr,2025-2026,Wyoming,187.0,180.0,0.9625668449197861,0.03743315508021394,"Pediatric RSV hospital admissions, ages 0-4"
