window_name,season,jurisdiction,total_burden,inside_burden,coverage,missed_fraction,metric_label
early_sep_mar,2024-2025,Rhode Island,774.0,731.0,0.9444444444444444,0.05555555555555558,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Rhode Island,774.0,756.0,0.9767441860465116,0.023255813953488413,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,South Carolina,2846.0,2662.0,0.9353478566408995,0.06465214335910052,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,South Carolina,2846.0,2662.0,0.9353478566408995,0.06465214335910052,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,South Carolina,2846.0,2760.0,0.9697821503865074,0.03021784961349261,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,South Dakota,489.0,383.0,0.7832310838445807,0.21676891615541927,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,South Dakota,489.0,383.0,0.7832310838445807,0.21676891615541927,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,South Dakota,489.0,469.0,0.9591002044989775,0.04089979550102252,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Tennessee,3415.0,3201.0,0.9373352855051245,0.06266471449487554,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Tennessee,3415.0,3201.0,0.9373352855051245,0.06266471449487554,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Tennessee,3415.0,3320.0,0.972181551976574,0.027818448023426035,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Texas,13730.0,13003.0,0.9470502549162418,0.05294974508375816,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Texas,13730.0,13003.0,0.9470502549162418,0.05294974508375816,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Texas,13730.0,13425.0,0.9777858703568827,0.02221412964311731,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Utah,2293.0,2123.0,0.9258613170518971,0.07413868294810289,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Utah,2293.0,2123.0,0.9258613170518971,0.07413868294810289,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Utah,2293.0,2249.0,0.9808111644134322,0.01918883558656781,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Vermont,213.0,183.0,0.8591549295774648,0.14084507042253525,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Vermont,213.0,183.0,0.8591549295774648,0.14084507042253525,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Vermont,213.0,206.0,0.9671361502347418,0.032863849765258246,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Virginia,2456.0,2307.0,0.9393322475570033,0.060667752442996714,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Virginia,2456.0,2307.0,0.9393322475570033,0.060667752442996714,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Virginia,2456.0,2399.0,0.9767915309446255,0.023208469055374548,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Washington,2253.0,2085.0,0.9254327563249002,0.07456724367509981,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Washington,2253.0,2092.0,0.9285397248113626,0.0714602751886374,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Washington,2253.0,2203.0,0.9778073679538394,0.02219263204616062,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,West Virginia,1653.0,1373.0,0.8306110102843315,0.16938898971566851,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,West Virginia,1653.0,1373.0,0.8306110102843315,0.16938898971566851,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,West Virginia,1653.0,1553.0,0.9395039322444041,0.060496067755595906,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Wisconsin,3047.0,2669.0,0.8759435510338037,0.12405644896619628,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Wisconsin,3047.0,2669.0,0.8759435510338037,0.12405644896619628,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Wisconsin,3047.0,2937.0,0.9638989169675091,0.03610108303249093,"RSV hospital admissions, all ages"
baseline_oct_mar,2024-2025,Wyoming,600.0,535.0,0.8916666666666667,0.10833333333333328,"RSV hospital admissions, all ages"
early_sep_mar,2024-2025,Wyoming,600.0,535.0,0.8916666666666667,0.10833333333333328,"RSV hospital admissions, all ages"
late_oct_apr,2024-2025,Wyoming,600.0,585.0,0.975,0.025000000000000022,"RSV hospital admissions, all ages"
baseline_oct_mar,2025-2026,Alabama,1802.0,1564.0,0.8679245283018868,0.13207547169811318,"RSV hospital admissions, all ages"
early_sep_mar,2025-2026,Alabama,1802.0,1601.0,0.888457269700333,0.11154273029966699,"RSV hospital admissions, all ages"
