season,jurisdiction,total_burden,inside_burden,outside_burden,outside_fraction,metric_label
2024-2025,Alaska,20.41,18.88,1.53,0.07496325330720235,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Arizona,8.43,7.8100000000000005,0.6200000000000001,0.07354685646500594,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Arkansas,19.170000000000005,17.98,1.19,0.06207616066770994,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,California,8.54,7.869999999999999,0.67,0.07845433255269323,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Colorado,12.51,11.219999999999999,1.29,0.10311750599520385,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Connecticut,9.059999999999999,8.59,0.47000000000000003,0.051876379690949236,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Delaware,21.64,20.4,1.2400000000000002,0.05730129390018485,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,District of Columbia,14.919999999999998,14.309999999999999,0.6100000000000001,0.04088471849865953,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Florida,13.280000000000001,11.18,2.1,0.15813253012048192,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Georgia,11.2,10.400000000000002,0.8,0.07142857142857144,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Hawaii,12.37,10.620000000000001,1.7500000000000002,0.14147130153597415,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Idaho,15.429999999999996,13.78,1.6500000000000001,0.10693454309786135,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Illinois,16.310000000000002,15.31,1.0,0.06131207847946044,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Indiana,12.37,11.530000000000001,0.8400000000000001,0.0679062247372676,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Iowa,18.210000000000004,16.439999999999998,1.7700000000000002,0.0971993410214168,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Kansas,12.88,11.67,1.2100000000000002,0.093944099378882,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Kentucky,16.349999999999998,14.629999999999999,1.7200000000000002,0.10519877675840981,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Louisiana,15.209999999999997,14.35,0.86,0.056541748849441166,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Maine,9.409999999999998,8.229999999999999,1.18,0.12539851222104145,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Maryland,14.17,13.37,0.8,0.056457304163726185,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Massachusetts,15.979999999999997,15.189999999999998,0.79,0.04943679599499375,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Michigan,15.629999999999997,14.31,1.3199999999999998,0.08445297504798464,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Minnesota,16.94000000000001,15.560000000000002,1.3800000000000001,0.08146399055489961,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Mississippi,13.819999999999999,12.709999999999999,1.11,0.08031837916063678,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Montana,16.400000000000002,13.790000000000001,2.61,0.1591463414634146,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Nebraska,8.29,7.24,1.05,0.12665862484921594,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Nevada,11.58,10.910000000000002,0.67,0.05785837651122625,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,New Hampshire,16.400000000000002,15.309999999999999,1.09,0.06646341463414633,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,New Jersey,12.449999999999998,11.719999999999999,0.7300000000000001,0.05863453815261046,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,New Mexico,18.17,16.85,1.32,0.07264722069345074,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,New York,9.549999999999999,8.94,0.6100000000000001,0.06387434554973824,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,North Carolina,19.240000000000002,18.01,1.2300000000000002,0.06392931392931393,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,North Dakota,10.09,8.62,1.4700000000000002,0.14568880079286425,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Ohio,9.75,9.11,0.6400000000000001,0.06564102564102565,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Oklahoma,19.190000000000005,18.34,0.8500000000000001,0.04429390307451797,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Oregon,14.28,13.16,1.12,0.07843137254901962,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Pennsylvania,11.36,10.690000000000001,0.67,0.058978873239436624,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Rhode Island,9.059999999999999,8.61,0.45,0.04966887417218544,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,South Carolina,12.7,11.780000000000001,0.92,0.07244094488188978,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,South Dakota,16.87,13.98,2.8899999999999997,0.1713100177830468,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Tennessee,16.480000000000004,15.389999999999999,1.09,0.06614077669902911,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Texas,17.410000000000004,16.23,1.1800000000000002,0.06777713957495692,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Utah,14.929999999999998,13.76,1.17,0.07836570663094442,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Vermont,14.83,13.22,1.61,0.10856372218476062,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Virginia,11.209999999999999,10.349999999999998,0.86,0.07671721677074042,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Washington,14.74,13.57,1.17,0.07937584803256445,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,West Virginia,24.650000000000006,21.080000000000002,3.5699999999999994,0.14482758620689648,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Wisconsin,13.73,12.4,1.33,0.0968681718863802,"RSV ED visit percentage of total ED visits, all ages"
2024-2025,Wyoming,15.009999999999998,12.65,2.36,0.15722851432378415,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Alabama,11.54,10.11,1.4300000000000002,0.12391681109185444,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Alaska,13.299999999999999,11.820000000000002,1.48,0.11127819548872181,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Arizona,4.700000000000001,3.84,0.8600000000000001,0.1829787234042553,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Arkansas,21.79,19.740000000000002,2.05,0.09407985314364387,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,California,7.120000000000001,6.260000000000001,0.8600000000000001,0.12078651685393259,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Colorado,11.589999999999998,10.149999999999999,1.4400000000000002,0.12424503882657467,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Connecticut,7.59,6.779999999999999,0.8099999999999999,0.1067193675889328,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Delaware,18.06,16.64,1.42,0.07862679955703211,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,District of Columbia,8.559999999999999,7.800000000000001,0.76,0.08878504672897197,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Florida,12.34,10.44,1.9,0.1539708265802269,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Georgia,9.580000000000002,8.73,0.8500000000000001,0.08872651356993737,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Hawaii,12.39,10.069999999999999,2.32,0.18724778046811943,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Idaho,9.879999999999999,8.370000000000001,1.51,0.15283400809716602,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Illinois,14.010000000000002,12.57,1.44,0.10278372591006422,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Indiana,10.25,8.870000000000001,1.3800000000000001,0.13463414634146342,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Iowa,15.18,12.95,2.23,0.1469038208168643,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Kansas,9.709999999999999,8.57,1.1400000000000001,0.11740473738414009,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Kentucky,13.76,12.020000000000001,1.7400000000000002,0.12645348837209305,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Louisiana,10.739999999999998,9.98,0.76,0.0707635009310987,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Maine,6.8999999999999995,4.58,2.32,0.336231884057971,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Maryland,11.65,10.72,0.9299999999999999,0.07982832618025751,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Massachusetts,13.7,12.200000000000001,1.5000000000000002,0.10948905109489053,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Michigan,10.780000000000001,8.69,2.09,0.19387755102040813,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Minnesota,12.25,10.21,2.04,0.16653061224489796,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Mississippi,10.290000000000001,9.209999999999999,1.08,0.10495626822157435,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Montana,8.799999999999999,6.2299999999999995,2.57,0.29204545454545455,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Nebraska,7.93,5.66,2.2700000000000005,0.2862547288776798,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Nevada,8.3,7.42,0.88,0.10602409638554217,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,New Hampshire,12.450000000000001,10.860000000000001,1.59,0.12771084337349398,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,New Jersey,11.570000000000002,10.549999999999999,1.02,0.08815903197925669,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,New Mexico,10.909999999999998,9.41,1.5,0.13748854262144825,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,New York,8.83,7.88,0.9500000000000001,0.10758776896942243,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,North Carolina,13.990000000000002,12.55,1.44,0.10293066476054323,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,North Dakota,11.67,8.190000000000001,3.4799999999999995,0.29820051413881743,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Ohio,8.2,7.26,0.9400000000000001,0.11463414634146343,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Oklahoma,12.16,10.940000000000001,1.22,0.10032894736842105,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Oregon,8.639999999999999,7.22,1.42,0.16435185185185186,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Pennsylvania,8.81,7.91,0.9,0.1021566401816118,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Rhode Island,10.429999999999998,9.34,1.09,0.10450623202301057,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,South Carolina,9.639999999999999,9.06,0.5800000000000001,0.060165975103734455,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,South Dakota,13.0,10.02,2.9800000000000004,0.22923076923076927,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Tennessee,11.14,10.02,1.1199999999999999,0.10053859964093356,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Texas,12.149999999999999,11.16,0.9900000000000001,0.0814814814814815,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Utah,10.7,9.07,1.63,0.15233644859813084,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Vermont,13.299999999999999,10.610000000000001,2.69,0.20225563909774438,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Virginia,9.759999999999998,8.81,0.95,0.0973360655737705,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Washington,12.059999999999999,10.629999999999999,1.43,0.11857379767827529,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,West Virginia,18.6,15.280000000000001,3.3200000000000003,0.17849462365591398,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Wisconsin,10.67,8.7,1.9700000000000002,0.18462980318650424,"RSV ED visit percentage of total ED visits, all ages"
2025-2026,Wyoming,12.13,9.26,2.87,0.23660346248969497,"RSV ED visit percentage of total ED visits, all ages"
