datasource,season,jurisdiction,window_name,window_label,birth_month,median_person_activity_fractional_protection,mean_person_activity_fractional_protection,share_receiving_ppx,total_activity_exposure_weight
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2022-10,0.0,0.0,0.0,3.284072249589491e-05
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2022-11,0.0,0.0,0.0,0.0232512315270936
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2022-12,0.0,0.0,0.0,0.08776683087027914
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-01,0.0,0.0,0.0,0.26078817733990145
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-02,0.0,0.0,0.0,0.8254187192118227
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-03,0.0,0.023243179634485796,0.03425483870967742,2.5995730706075526
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-04,0.11772759912491401,0.11594150615413021,0.18500000000000008,4.528571428571429
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-05,0.0795888000472342,0.08640703049497168,0.185,5.646978653530377
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-06,0.12437489153913604,0.12234633014981958,0.18500000000000008,5.781133004926108
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-07,0.08639004553387278,0.09171408174651122,0.185,6.125582922824302
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-08,0.13159207087216093,0.13079583704534417,0.185,6.178440065681447
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-09,0.13939209125966995,0.13834250504386184,0.18500000000000008,5.891527093596061
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-10,0.14141234598336389,0.13541509180053918,0.18500000000000003,5.469326765188834
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-11,0.11986612834424425,0.11650012235766607,0.18500000000000005,3.629852216748769
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2023-12,0.11468649978140669,0.11197781178625242,0.18500000000000003,1.6844827586206894
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2024-01,0.12552699530179473,0.12232900591057068,0.18500000000000003,0.7234811165845649
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2024-02,0.12911052231125583,0.12472905711117462,0.18500000000000003,0.3822495894909688
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2024-03,0.12509606010733454,0.09123374600964962,0.12500891612903228,0.23886699507389164
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2024-04,0.0,0.0,0.0,0.12062397372742201
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2024-05,0.0,0.0,0.0,0.05464696223316911
nssp,2023-2024,Alabama,baseline_oct_mar,Baseline Oct-Mar,2024-06,0.0,0.0,0.0,0.01380952380952381
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2022-10,0.0,0.0,0.0,3.284072249589491e-05
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2022-11,0.0,0.0,0.0,0.0232512315270936
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2022-12,0.0,0.0,0.0,0.08776683087027914
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-01,0.0,0.0,0.0,0.26078817733990145
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-02,0.0,0.02508275904557198,0.03521607142857144,0.8254187192118227
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-03,0.1367258384530837,0.1317836249249005,0.18147903225806453,2.5995730706075526
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-04,0.12355641803836427,0.1251035947140624,0.18500000000000008,4.528571428571429
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-05,0.14273370812840863,0.14085325693556347,0.185,5.646978653530377
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-06,0.1292278074616273,0.1300418925112517,0.18500000000000008,5.781133004926108
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-07,0.14425687398633144,0.1432338869228923,0.185,6.125582922824302
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-08,0.14546600005836147,0.14531540753455457,0.185,6.178440065681447
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-09,0.1459943803234721,0.14424294471280918,0.18500000000000005,5.891527093596059
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-10,0.14141234598336389,0.13541509180053918,0.18500000000000003,5.469326765188834
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-11,0.11986612834424425,0.11650012235766607,0.18500000000000005,3.629852216748769
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2023-12,0.11468649978140669,0.11197781178625242,0.18500000000000003,1.6844827586206894
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2024-01,0.12552699530179473,0.12232900591057068,0.18500000000000003,0.7234811165845649
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2024-02,0.12911052231125583,0.12472905711117462,0.18500000000000003,0.3822495894909688
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2024-03,0.12509606010733454,0.09123374600964962,0.12500891612903228,0.23886699507389164
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2024-04,0.0,0.0,0.0,0.12062397372742201
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2024-05,0.0,0.0,0.0,0.05464696223316911
nssp,2023-2024,Alabama,early_sep_mar,Early Sep-Mar,2024-06,0.0,0.0,0.0,0.01380952380952381
nssp,2023-2024,Alabama,late_oct_apr,Late Oct-Apr,2022-10,0.0,0.0,0.0,3.284072249589491e-05
nssp,2023-2024,Alabama,late_oct_apr,Late Oct-Apr,2022-11,0.0,0.0,0.0,0.0232512315270936
nssp,2023-2024,Alabama,late_oct_apr,Late Oct-Apr,2022-12,0.0,0.0,0.0,0.08776683087027914
nssp,2023-2024,Alabama,late_oct_apr,Late Oct-Apr,2023-01,0.0,0.0,0.0,0.26078817733990145
