season,jurisdiction,total_burden,inside_burden,outside_burden,outside_fraction,age_group,age_group_label,metric_label
2025-2026,Montana,177.0,136.0,41.0,0.23163841807909605,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Nebraska,349.0,305.0,44.0,0.12607449856733524,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Nevada,519.0,495.0,24.0,0.046242774566473986,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,New Hampshire,115.0,109.0,6.0,0.05217391304347826,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,New Jersey,1746.0,1648.0,98.0,0.056128293241695305,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,New Mexico,681.0,613.0,68.0,0.09985315712187959,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,New York,4004.0,3646.0,358.0,0.08941058941058941,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,North Carolina,1557.0,1453.0,104.0,0.06679511881824021,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,North Dakota,177.0,124.0,53.0,0.2994350282485876,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Ohio,2343.0,2188.0,155.0,0.06615450277422108,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Oklahoma,369.0,359.0,10.0,0.02710027100271003,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Oregon,299.0,286.0,13.0,0.043478260869565216,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Pennsylvania,3018.0,2805.0,213.0,0.0705765407554672,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Rhode Island,219.0,206.0,13.0,0.0593607305936073,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,South Carolina,766.0,728.0,38.0,0.04960835509138381,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,South Dakota,214.0,194.0,20.0,0.09345794392523364,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Tennessee,1120.0,1040.0,80.0,0.07142857142857142,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Texas,6635.0,6297.0,338.0,0.05094197437829691,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Utah,240.0,226.0,14.0,0.058333333333333334,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Vermont,49.0,38.0,11.0,0.22448979591836735,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Virginia,671.0,620.0,51.0,0.07600596125186289,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Washington,345.0,312.0,33.0,0.09565217391304348,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,West Virginia,487.0,393.0,94.0,0.19301848049281314,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Wisconsin,664.0,593.0,71.0,0.10692771084337349,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2025-2026,Wyoming,182.0,148.0,34.0,0.18681318681318682,rsv_ped_total,All pediatric,"Pediatric RSV hospital admissions, all pediatric"
2024-2025,Alabama,2247.0,2056.0,191.0,0.08500222518914108,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Alaska,418.0,371.0,47.0,0.11244019138755981,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Arizona,4753.0,4475.0,278.0,0.0584893751314959,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Arkansas,1311.0,1171.0,140.0,0.10678871090770405,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,California,12047.0,11222.0,825.0,0.06848177969618992,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Colorado,3428.0,3056.0,372.0,0.10851808634772463,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Connecticut,1849.0,1744.0,105.0,0.05678745267712277,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Delaware,1039.0,999.0,40.0,0.03849855630413859,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,District of Columbia,134.0,131.0,3.0,0.022388059701492536,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Florida,11200.0,10001.0,1199.0,0.10705357142857143,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Georgia,5273.0,5055.0,218.0,0.041342689171249766,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Hawaii,510.0,445.0,65.0,0.12745098039215685,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Idaho,989.0,871.0,118.0,0.11931243680485339,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Illinois,7647.0,7095.0,552.0,0.07218517065515889,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Indiana,3470.0,3223.0,247.0,0.07118155619596542,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Iowa,1577.0,1334.0,243.0,0.15409004438807863,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Kansas,1417.0,1283.0,134.0,0.09456598447424136,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Kentucky,2751.0,2429.0,322.0,0.11704834605597965,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Louisiana,2626.0,2500.0,126.0,0.04798172124904798,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Maine,371.0,322.0,49.0,0.1320754716981132,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Maryland,2265.0,2127.0,138.0,0.060927152317880796,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Massachusetts,4559.0,4180.0,379.0,0.08313226584777364,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Michigan,8120.0,7229.0,891.0,0.10972906403940887,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Minnesota,3282.0,2933.0,349.0,0.10633759902498477,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Mississippi,1214.0,1145.0,69.0,0.05683690280065898,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Missouri,3289.0,2865.0,424.0,0.12891456369717239,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Montana,714.0,556.0,158.0,0.22128851540616246,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Nebraska,1161.0,1007.0,154.0,0.1326442721791559,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Nevada,1271.0,1190.0,81.0,0.06372934697088907,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,New Hampshire,642.0,591.0,51.0,0.0794392523364486,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,New Jersey,6204.0,5848.0,356.0,0.05738233397807866,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,New Mexico,1454.0,1345.0,109.0,0.0749656121045392,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,New York,12616.0,11828.0,788.0,0.06246036778693722,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,North Carolina,6450.0,6032.0,418.0,0.06480620155038759,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,North Dakota,474.0,383.0,91.0,0.19198312236286919,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Ohio,7169.0,6671.0,498.0,0.06946575533547217,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Oklahoma,1975.0,1857.0,118.0,0.05974683544303797,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Oregon,2109.0,1922.0,187.0,0.08866761498340446,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Pennsylvania,15090.0,13668.0,1422.0,0.09423459244532803,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Rhode Island,774.0,731.0,43.0,0.05555555555555555,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,South Carolina,2846.0,2662.0,184.0,0.0646521433591005,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,South Dakota,489.0,383.0,106.0,0.2167689161554192,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Tennessee,3415.0,3201.0,214.0,0.06266471449487555,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Texas,13730.0,13003.0,727.0,0.052949745083758194,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Utah,2293.0,2123.0,170.0,0.07413868294810293,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Vermont,213.0,183.0,30.0,0.14084507042253522,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Virginia,2456.0,2307.0,149.0,0.06066775244299674,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Washington,2253.0,2085.0,168.0,0.07456724367509987,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,West Virginia,1653.0,1373.0,280.0,0.1693889897156685,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Wisconsin,3047.0,2669.0,378.0,0.12405644896619626,rsv_total,All ages,"RSV hospital admissions, all ages"
2024-2025,Wyoming,600.0,535.0,65.0,0.10833333333333334,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Alabama,1723.0,1564.0,159.0,0.0922809053975624,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Alaska,195.0,164.0,31.0,0.15897435897435896,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Arizona,1387.0,1167.0,220.0,0.15861571737563085,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Arkansas,1167.0,1069.0,98.0,0.08397600685518423,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,California,8464.0,7465.0,999.0,0.11802930056710775,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Colorado,2453.0,2227.0,226.0,0.0921320831634733,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Connecticut,1509.0,1333.0,176.0,0.1166335321404904,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Delaware,827.0,794.0,33.0,0.03990326481257558,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,District of Columbia,135.0,132.0,3.0,0.022222222222222223,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Florida,10747.0,9083.0,1664.0,0.15483390713687542,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Georgia,4098.0,3743.0,355.0,0.08662762323084432,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Hawaii,414.0,357.0,57.0,0.13768115942028986,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Idaho,563.0,478.0,85.0,0.15097690941385436,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Illinois,4842.0,4251.0,591.0,0.12205700123915737,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Indiana,2677.0,2372.0,305.0,0.11393350765782592,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Iowa,1190.0,1011.0,179.0,0.15042016806722688,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Kansas,966.0,858.0,108.0,0.11180124223602485,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Kentucky,1664.0,1451.0,213.0,0.12800480769230768,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Louisiana,2153.0,2023.0,130.0,0.06038086391082211,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Maine,199.0,147.0,52.0,0.2613065326633166,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Maryland,2016.0,1922.0,94.0,0.04662698412698413,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Massachusetts,2963.0,2480.0,483.0,0.16301046236922037,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Michigan,3446.0,2886.0,560.0,0.1625072547881602,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Minnesota,2149.0,1880.0,269.0,0.12517449976733364,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Mississippi,866.0,806.0,60.0,0.06928406466512702,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Missouri,2033.0,1828.0,205.0,0.10083620265617314,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Montana,362.0,236.0,126.0,0.34806629834254144,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Nebraska,681.0,558.0,123.0,0.18061674008810572,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Nevada,899.0,852.0,47.0,0.05228031145717464,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,New Hampshire,542.0,452.0,90.0,0.16605166051660517,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,New Jersey,5101.0,4764.0,337.0,0.0660654773573809,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,New Mexico,925.0,823.0,102.0,0.11027027027027027,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,New York,11909.0,10607.0,1302.0,0.10932907884793014,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,North Carolina,4289.0,3976.0,313.0,0.07297738400559571,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,North Dakota,296.0,202.0,94.0,0.31756756756756754,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Ohio,5411.0,5006.0,405.0,0.07484753280354833,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Oklahoma,964.0,888.0,76.0,0.07883817427385892,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Oregon,969.0,869.0,100.0,0.10319917440660474,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Pennsylvania,9742.0,8345.0,1397.0,0.14339971258468487,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Rhode Island,658.0,574.0,84.0,0.1276595744680851,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,South Carolina,1957.0,1865.0,92.0,0.04701073071027082,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,South Dakota,354.0,294.0,60.0,0.1694915254237288,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Tennessee,2270.0,2080.0,190.0,0.08370044052863436,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Texas,10525.0,9839.0,686.0,0.06517814726840855,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Utah,503.0,472.0,31.0,0.061630218687872766,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Vermont,197.0,147.0,50.0,0.25380710659898476,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Virginia,2272.0,2119.0,153.0,0.06734154929577464,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Washington,1314.0,1143.0,171.0,0.13013698630136986,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,West Virginia,1170.0,921.0,249.0,0.2128205128205128,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Wisconsin,2214.0,1787.0,427.0,0.1928635953026197,rsv_total,All ages,"RSV hospital admissions, all ages"
2025-2026,Wyoming,285.0,210.0,75.0,0.2631578947368421,rsv_total,All ages,"RSV hospital admissions, all ages"
