datasource,season,n_states,total_infant_population_under1,total_hospitalizations_averted_vs_baseline,median_state_hospitalizations_averted,q25_state_hospitalizations_averted,q75_state_hospitalizations_averted,median_hospitalizations_averted_per_100k_infants,comparison,total_hospitalizations_averted_early_vs_baseline,comparison_window_name,comparison_window_label,scenario_id,baseline_hospitalization_risk_per_1000_infants,hospitalization_burden_source,population_source
nssp,2023-2024,51,3648654,3852.3234836113343,42.23965237700291,15.188854153573404,83.27803926867063,86.01145734947671,Early Sep-Mar vs baseline Oct-Mar,3852.3234836113343,early_sep_mar,Early Sep-Mar,uptake_100,11.774214704994403,"Pelletier et al. JAMA Network Open 2025 untreated infants: 2,535 RSV-associated hospitalizations among 215,301 untreated infants.","U.S. Census Bureau Population Estimates Program, Vintage 2023 Annual Resident Population Estimates by Single Year of Age and Sex, age under 1 year."
nssp,2024-2025,51,3648654,2552.1982836949064,27.675525501014825,8.597730328014595,58.67608390524949,60.65082420990982,Early Sep-Mar vs baseline Oct-Mar,2552.1982836949064,early_sep_mar,Early Sep-Mar,uptake_100,11.774214704994403,"Pelletier et al. JAMA Network Open 2025 untreated infants: 2,535 RSV-associated hospitalizations among 215,301 untreated infants.","U.S. Census Bureau Population Estimates Program, Vintage 2023 Annual Resident Population Estimates by Single Year of Age and Sex, age under 1 year."
nssp,2025-2026,51,3648654,1606.8941420582014,14.458113491032911,4.803128443809243,39.85754960574184,34.84949144160392,Early Sep-Mar vs baseline Oct-Mar,1606.8941420582014,early_sep_mar,Early Sep-Mar,uptake_100,11.774214704994403,"Pelletier et al. JAMA Network Open 2025 untreated infants: 2,535 RSV-associated hospitalizations among 215,301 untreated infants.","U.S. Census Bureau Population Estimates Program, Vintage 2023 Annual Resident Population Estimates by Single Year of Age and Sex, age under 1 year."
