week_end,jurisdiction,rsv_ped_total,rsv_total,rsv_ped_0_4,season,in_fixed_window,state_abbrev,hhs_region,is_southeast,is_comparator
2024-10-19,Pennsylvania,0.0,0.0,0.0,2024-2025,True,PA,3,False,False
2024-10-19,Alabama,0.0,1.0,0.0,2024-2025,True,AL,4,True,False
2024-10-19,Wisconsin,2.0,2.0,2.0,2024-2025,True,WI,5,False,False
2024-10-19,Indiana,0.0,1.0,0.0,2024-2025,True,IN,5,False,False
2024-10-19,North Carolina,1.0,43.0,1.0,2024-2025,True,NC,4,True,False
2024-10-19,Oklahoma,0.0,0.0,0.0,2024-2025,True,OK,6,False,False
2024-10-19,Arizona,0.0,0.0,0.0,2024-2025,True,AZ,9,False,False
2024-10-19,Missouri,0.0,0.0,0.0,2024-2025,True,MO,7,False,False
2024-10-19,Connecticut,6.0,12.0,5.0,2024-2025,True,CT,1,False,False
2024-10-19,Iowa,0.0,0.0,0.0,2024-2025,True,IA,7,False,False
2024-10-19,Ohio,16.0,17.0,15.0,2024-2025,True,OH,5,False,False
2024-10-19,Louisiana,3.0,7.0,3.0,2024-2025,True,LA,6,True,False
2024-10-19,Rhode Island,0.0,0.0,0.0,2024-2025,True,RI,1,False,False
2024-10-19,Idaho,0.0,0.0,0.0,2024-2025,True,ID,10,False,False
2024-10-19,Minnesota,2.0,4.0,2.0,2024-2025,True,MN,5,False,True
2024-10-19,Nebraska,0.0,1.0,0.0,2024-2025,True,NE,7,False,False
2024-10-19,Nevada,0.0,0.0,0.0,2024-2025,True,NV,9,False,False
2024-10-19,South Dakota,0.0,0.0,0.0,2024-2025,True,SD,8,False,False
2024-10-19,Wyoming,0.0,0.0,0.0,2024-2025,True,WY,8,False,False
2024-10-19,Kansas,0.0,1.0,0.0,2024-2025,True,KS,7,False,False
2024-10-19,New Hampshire,0.0,0.0,0.0,2024-2025,True,NH,1,False,False
2024-10-19,West Virginia,0.0,0.0,0.0,2024-2025,True,WV,3,False,False
2024-10-19,New York,1.0,1.0,1.0,2024-2025,True,NY,2,False,True
2024-10-19,South Carolina,4.0,5.0,4.0,2024-2025,True,SC,4,True,False
2024-10-19,Texas,31.0,36.0,30.0,2024-2025,True,TX,6,False,False
2024-10-19,Illinois,4.0,6.0,4.0,2024-2025,True,IL,5,False,False
2024-10-19,Massachusetts,0.0,1.0,0.0,2024-2025,True,MA,1,False,False
2024-10-19,Georgia,6.0,15.0,6.0,2024-2025,True,GA,4,True,False
2024-10-19,Utah,0.0,0.0,0.0,2024-2025,True,UT,8,False,False
2024-10-19,Vermont,0.0,0.0,0.0,2024-2025,True,VT,1,False,False
2024-10-19,Hawaii,8.0,9.0,8.0,2024-2025,True,HI,9,False,False
2024-10-19,Maryland,2.0,2.0,0.0,2024-2025,True,MD,3,False,False
2024-10-19,Mississippi,5.0,6.0,4.0,2024-2025,True,MS,4,True,False
2024-10-19,Colorado,2.0,2.0,2.0,2024-2025,True,CO,8,False,False
2024-10-19,New Jersey,0.0,0.0,0.0,2024-2025,True,NJ,2,False,False
2024-10-19,Alaska,1.0,1.0,1.0,2024-2025,True,AK,10,False,False
2024-10-19,Kentucky,4.0,4.0,4.0,2024-2025,True,KY,4,False,False
2024-10-26,California,17.0,43.0,14.0,2024-2025,True,CA,9,False,False
2024-10-26,Delaware,0.0,0.0,0.0,2024-2025,True,DE,3,False,False
2024-10-26,Florida,29.0,68.0,25.0,2024-2025,True,FL,4,False,False
2024-10-26,Montana,0.0,0.0,0.0,2024-2025,True,MT,8,False,False
2024-10-26,New Mexico,0.0,1.0,0.0,2024-2025,True,NM,6,False,False
2024-10-26,Virginia,20.0,26.0,15.0,2024-2025,True,VA,3,False,False
2024-10-26,Washington,0.0,2.0,0.0,2024-2025,True,WA,10,False,False
2024-10-26,Tennessee,0.0,2.0,0.0,2024-2025,True,TN,4,True,False
2024-10-26,District of Columbia,0.0,0.0,0.0,2024-2025,True,DC,3,False,False
2024-10-26,North Dakota,0.0,0.0,0.0,2024-2025,True,ND,8,False,False
2024-10-26,Arkansas,0.0,1.0,0.0,2024-2025,True,AR,6,True,False
2024-10-26,Maine,0.0,0.0,0.0,2024-2025,True,ME,1,False,False
2024-10-26,Michigan,1.0,2.0,1.0,2024-2025,True,MI,5,False,False
2024-10-26,Oregon,0.0,1.0,0.0,2024-2025,True,OR,10,False,False
2024-10-26,Pennsylvania,1.0,31.0,1.0,2024-2025,True,PA,3,False,False
2024-10-26,Alabama,6.0,10.0,6.0,2024-2025,True,AL,4,True,False
2024-10-26,Wisconsin,0.0,2.0,0.0,2024-2025,True,WI,5,False,False
2024-10-26,Indiana,5.0,6.0,5.0,2024-2025,True,IN,5,False,False
2024-10-26,North Carolina,2.0,44.0,2.0,2024-2025,True,NC,4,True,False
2024-10-26,Oklahoma,0.0,0.0,0.0,2024-2025,True,OK,6,False,False
2024-10-26,Arizona,0.0,0.0,0.0,2024-2025,True,AZ,9,False,False
2024-10-26,Missouri,2.0,2.0,1.0,2024-2025,True,MO,7,False,False
2024-10-26,Connecticut,14.0,16.0,13.0,2024-2025,True,CT,1,False,False
2024-10-26,Iowa,0.0,0.0,0.0,2024-2025,True,IA,7,False,False
2024-10-26,Ohio,34.0,36.0,32.0,2024-2025,True,OH,5,False,False
2024-10-26,Louisiana,8.0,11.0,8.0,2024-2025,True,LA,6,True,False
2024-10-26,Rhode Island,0.0,0.0,0.0,2024-2025,True,RI,1,False,False
2024-10-26,Idaho,0.0,0.0,0.0,2024-2025,True,ID,10,False,False
2024-10-26,Minnesota,1.0,2.0,1.0,2024-2025,True,MN,5,False,True
2024-10-26,Nebraska,0.0,0.0,0.0,2024-2025,True,NE,7,False,False
2024-10-26,Nevada,0.0,0.0,0.0,2024-2025,True,NV,9,False,False
2024-10-26,South Dakota,1.0,1.0,1.0,2024-2025,True,SD,8,False,False
2024-10-26,Wyoming,0.0,0.0,0.0,2024-2025,True,WY,8,False,False
2024-10-26,Kansas,2.0,2.0,2.0,2024-2025,True,KS,7,False,False
2024-10-26,New Hampshire,0.0,0.0,0.0,2024-2025,True,NH,1,False,False
2024-10-26,West Virginia,0.0,0.0,0.0,2024-2025,True,WV,3,False,False
2024-10-26,New York,11.0,16.0,11.0,2024-2025,True,NY,2,False,True
2024-10-26,South Carolina,7.0,10.0,4.0,2024-2025,True,SC,4,True,False
2024-10-26,Texas,79.0,83.0,73.0,2024-2025,True,TX,6,False,False
2024-10-26,Illinois,7.0,16.0,6.0,2024-2025,True,IL,5,False,False
2024-10-26,Massachusetts,0.0,0.0,0.0,2024-2025,True,MA,1,False,False
2024-10-26,Georgia,6.0,16.0,5.0,2024-2025,True,GA,4,True,False
2024-10-26,Utah,1.0,2.0,0.0,2024-2025,True,UT,8,False,False
2024-10-26,Vermont,0.0,0.0,0.0,2024-2025,True,VT,1,False,False
2024-10-26,Hawaii,8.0,8.0,8.0,2024-2025,True,HI,9,False,False
2024-10-26,Maryland,2.0,3.0,2.0,2024-2025,True,MD,3,False,False
2024-10-26,Mississippi,3.0,3.0,2.0,2024-2025,True,MS,4,True,False
2024-10-26,Colorado,1.0,1.0,1.0,2024-2025,True,CO,8,False,False
2024-10-26,New Jersey,3.0,5.0,3.0,2024-2025,True,NJ,2,False,False
2024-10-26,Alaska,2.0,3.0,2.0,2024-2025,True,AK,10,False,False
2024-10-26,Kentucky,5.0,5.0,5.0,2024-2025,True,KY,4,False,False
2024-11-02,California,35.0,52.0,31.0,2024-2025,True,CA,9,False,False
2024-11-02,Delaware,0.0,0.0,0.0,2024-2025,True,DE,3,False,False
2024-11-02,Florida,94.0,146.0,79.0,2024-2025,True,FL,4,False,False
2024-11-02,Montana,0.0,0.0,0.0,2024-2025,True,MT,8,False,False
2024-11-02,New Mexico,0.0,3.0,0.0,2024-2025,True,NM,6,False,False
2024-11-02,Virginia,11.0,26.0,11.0,2024-2025,True,VA,3,False,False
2024-11-02,Washington,0.0,0.0,0.0,2024-2025,True,WA,10,False,False
2024-11-02,Tennessee,17.0,20.0,15.0,2024-2025,True,TN,4,True,False
2024-11-02,District of Columbia,0.0,0.0,0.0,2024-2025,True,DC,3,False,False
2024-11-02,North Dakota,0.0,0.0,0.0,2024-2025,True,ND,8,False,False
2024-11-02,Arkansas,0.0,2.0,0.0,2024-2025,True,AR,6,True,False
2024-11-02,Maine,0.0,0.0,0.0,2024-2025,True,ME,1,False,False
2024-11-02,Michigan,7.0,9.0,7.0,2024-2025,True,MI,5,False,False
2024-11-02,Oregon,0.0,3.0,0.0,2024-2025,True,OR,10,False,False
2024-11-02,Pennsylvania,19.0,85.0,15.0,2024-2025,True,PA,3,False,False
2024-11-02,Alabama,8.0,15.0,8.0,2024-2025,True,AL,4,True,False
2024-11-02,Wisconsin,0.0,0.0,0.0,2024-2025,True,WI,5,False,False
2024-11-02,Indiana,4.0,7.0,3.0,2024-2025,True,IN,5,False,False
2024-11-02,North Carolina,2.0,6.0,2.0,2024-2025,True,NC,4,True,False
2024-11-02,Oklahoma,0.0,1.0,0.0,2024-2025,True,OK,6,False,False
2024-11-02,Arizona,0.0,0.0,0.0,2024-2025,True,AZ,9,False,False
2024-11-02,Missouri,8.0,8.0,7.0,2024-2025,True,MO,7,False,False
2024-11-02,Connecticut,11.0,12.0,9.0,2024-2025,True,CT,1,False,False
2024-11-02,Iowa,1.0,1.0,1.0,2024-2025,True,IA,7,False,False
2024-11-02,Ohio,39.0,52.0,35.0,2024-2025,True,OH,5,False,False
2024-11-02,Louisiana,9.0,31.0,8.0,2024-2025,True,LA,6,True,False
2024-11-02,Rhode Island,0.0,1.0,0.0,2024-2025,True,RI,1,False,False
2024-11-02,Idaho,1.0,1.0,1.0,2024-2025,True,ID,10,False,False
2024-11-02,Minnesota,6.0,7.0,6.0,2024-2025,True,MN,5,False,True
2024-11-02,Nebraska,0.0,0.0,0.0,2024-2025,True,NE,7,False,False
2024-11-02,Nevada,6.0,6.0,6.0,2024-2025,True,NV,9,False,False
2024-11-02,South Dakota,0.0,0.0,0.0,2024-2025,True,SD,8,False,False
2024-11-02,Wyoming,2.0,2.0,2.0,2024-2025,True,WY,8,False,False
2024-11-02,Kansas,2.0,2.0,2.0,2024-2025,True,KS,7,False,False
2024-11-02,New Hampshire,0.0,1.0,0.0,2024-2025,True,NH,1,False,False
2024-11-02,West Virginia,0.0,0.0,0.0,2024-2025,True,WV,3,False,False
2024-11-02,New York,26.0,45.0,26.0,2024-2025,True,NY,2,False,True
2024-11-02,South Carolina,22.0,32.0,20.0,2024-2025,True,SC,4,True,False
2024-11-02,Texas,157.0,185.0,139.0,2024-2025,True,TX,6,False,False
2024-11-02,Illinois,13.0,31.0,11.0,2024-2025,True,IL,5,False,False
2024-11-02,Massachusetts,0.0,0.0,0.0,2024-2025,True,MA,1,False,False
2024-11-02,Georgia,9.0,24.0,9.0,2024-2025,True,GA,4,True,False
2024-11-02,Utah,5.0,5.0,5.0,2024-2025,True,UT,8,False,False
2024-11-02,Vermont,0.0,0.0,0.0,2024-2025,True,VT,1,False,False
2024-11-02,Hawaii,12.0,13.0,10.0,2024-2025,True,HI,9,False,False
2024-11-02,Maryland,9.0,17.0,7.0,2024-2025,True,MD,3,False,False
2024-11-02,Mississippi,8.0,9.0,8.0,2024-2025,True,MS,4,True,False
2024-11-02,Colorado,3.0,4.0,3.0,2024-2025,True,CO,8,False,False
2024-11-02,New Jersey,74.0,96.0,69.0,2024-2025,True,NJ,2,False,False
2024-11-02,Alaska,4.0,4.0,4.0,2024-2025,True,AK,10,False,False
2024-11-02,Kentucky,6.0,8.0,6.0,2024-2025,True,KY,4,False,False
2024-11-09,California,77.0,117.0,68.0,2024-2025,True,CA,9,False,False
2024-11-09,Delaware,20.0,23.0,17.0,2024-2025,True,DE,3,False,False
2024-11-09,Florida,246.0,426.0,223.0,2024-2025,True,FL,4,False,False
2024-11-09,Montana,0.0,0.0,0.0,2024-2025,True,MT,8,False,False
2024-11-09,New Mexico,1.0,6.0,1.0,2024-2025,True,NM,6,False,False
2024-11-09,Virginia,26.0,37.0,25.0,2024-2025,True,VA,3,False,False
2024-11-09,Washington,10.0,13.0,9.0,2024-2025,True,WA,10,False,False
2024-11-09,Tennessee,72.0,91.0,66.0,2024-2025,True,TN,4,True,False
2024-11-09,District of Columbia,0.0,15.0,0.0,2024-2025,True,DC,3,False,False
2024-11-09,North Dakota,0.0,0.0,0.0,2024-2025,True,ND,8,False,False
2024-11-09,Arkansas,5.0,7.0,5.0,2024-2025,True,AR,6,True,False
2024-11-09,Maine,1.0,1.0,1.0,2024-2025,True,ME,1,False,False
2024-11-09,Michigan,26.0,40.0,26.0,2024-2025,True,MI,5,False,False
2024-11-09,Oregon,1.0,4.0,1.0,2024-2025,True,OR,10,False,False
2024-11-09,Pennsylvania,117.0,186.0,73.0,2024-2025,True,PA,3,False,False
2024-11-09,Alabama,46.0,62.0,36.0,2024-2025,True,AL,4,True,False
2024-11-09,Wisconsin,5.0,10.0,5.0,2024-2025,True,WI,5,False,False
2024-11-09,Indiana,12.0,17.0,11.0,2024-2025,True,IN,5,False,False
2024-11-09,North Carolina,16.0,33.0,16.0,2024-2025,True,NC,4,True,False
2024-11-09,Oklahoma,0.0,0.0,0.0,2024-2025,True,OK,6,False,False
2024-11-09,Arizona,5.0,7.0,5.0,2024-2025,True,AZ,9,False,False
2024-11-09,Missouri,15.0,20.0,14.0,2024-2025,True,MO,7,False,False
2024-11-09,Connecticut,14.0,21.0,13.0,2024-2025,True,CT,1,False,False
2024-11-09,Iowa,5.0,5.0,5.0,2024-2025,True,IA,7,False,False
2024-11-09,Ohio,79.0,100.0,75.0,2024-2025,True,OH,5,False,False
2024-11-09,Louisiana,39.0,50.0,39.0,2024-2025,True,LA,6,True,False
2024-11-09,Rhode Island,7.0,9.0,7.0,2024-2025,True,RI,1,False,False
2024-11-09,Idaho,2.0,2.0,2.0,2024-2025,True,ID,10,False,False
2024-11-09,Minnesota,11.0,14.0,10.0,2024-2025,True,MN,5,False,True
2024-11-09,Nebraska,0.0,0.0,0.0,2024-2025,True,NE,7,False,False
2024-11-09,Nevada,5.0,9.0,5.0,2024-2025,True,NV,9,False,False
2024-11-09,South Dakota,0.0,0.0,0.0,2024-2025,True,SD,8,False,False
2024-11-09,Wyoming,0.0,0.0,0.0,2024-2025,True,WY,8,False,False
2024-11-09,Kansas,0.0,1.0,0.0,2024-2025,True,KS,7,False,False
2024-11-09,New Hampshire,0.0,2.0,0.0,2024-2025,True,NH,1,False,False
2024-11-09,West Virginia,5.0,10.0,4.0,2024-2025,True,WV,3,False,False
2024-11-09,New York,134.0,179.0,124.0,2024-2025,True,NY,2,False,True
2024-11-09,South Carolina,33.0,46.0,30.0,2024-2025,True,SC,4,True,False
2024-11-09,Texas,355.0,409.0,318.0,2024-2025,True,TX,6,False,False
2024-11-09,Illinois,35.0,64.0,30.0,2024-2025,True,IL,5,False,False
2024-11-09,Massachusetts,18.0,33.0,18.0,2024-2025,True,MA,1,False,False
2024-11-09,Georgia,132.0,175.0,114.0,2024-2025,True,GA,4,True,False
2024-11-09,Utah,7.0,8.0,6.0,2024-2025,True,UT,8,False,False
2024-11-09,Vermont,0.0,0.0,0.0,2024-2025,True,VT,1,False,False
2024-11-09,Hawaii,10.0,15.0,8.0,2024-2025,True,HI,9,False,False
2024-11-09,Maryland,60.0,75.0,52.0,2024-2025,True,MD,3,False,False
2024-11-09,Mississippi,21.0,25.0,20.0,2024-2025,True,MS,4,True,False
2024-11-09,Colorado,6.0,10.0,6.0,2024-2025,True,CO,8,False,False
2024-11-09,New Jersey,77.0,101.0,72.0,2024-2025,True,NJ,2,False,False
2024-11-09,Alaska,4.0,5.0,4.0,2024-2025,True,AK,10,False,False
2024-11-09,Kentucky,17.0,25.0,14.0,2024-2025,True,KY,4,False,False
2024-11-16,California,79.0,146.0,69.0,2024-2025,True,CA,9,False,False
2024-11-16,Delaware,18.0,26.0,13.0,2024-2025,True,DE,3,False,False
2024-11-16,Florida,228.0,432.0,208.0,2024-2025,True,FL,4,False,False
2024-11-16,Montana,0.0,0.0,0.0,2024-2025,True,MT,8,False,False
2024-11-16,New Mexico,1.0,7.0,1.0,2024-2025,True,NM,6,False,False
2024-11-16,Virginia,41.0,51.0,35.0,2024-2025,True,VA,3,False,False
2024-11-16,Washington,14.0,27.0,12.0,2024-2025,True,WA,10,False,False
2024-11-16,Tennessee,90.0,129.0,74.0,2024-2025,True,TN,4,True,False
2024-11-16,District of Columbia,0.0,3.0,0.0,2024-2025,True,DC,3,False,False
2024-11-16,North Dakota,0.0,0.0,0.0,2024-2025,True,ND,8,False,False
2024-11-16,Arkansas,13.0,21.0,13.0,2024-2025,True,AR,6,True,False
2024-11-16,Maine,1.0,1.0,1.0,2024-2025,True,ME,1,False,False
2024-11-16,Michigan,19.0,46.0,12.0,2024-2025,True,MI,5,False,False
2024-11-16,Oregon,2.0,4.0,2.0,2024-2025,True,OR,10,False,False
2024-11-16,Pennsylvania,78.0,162.0,61.0,2024-2025,True,PA,3,False,False
2024-11-16,Alabama,58.0,81.0,47.0,2024-2025,True,AL,4,True,False
2024-11-16,Wisconsin,4.0,7.0,4.0,2024-2025,True,WI,5,False,False
2024-11-16,Indiana,20.0,30.0,19.0,2024-2025,True,IN,5,False,False
2024-11-16,North Carolina,41.0,63.0,36.0,2024-2025,True,NC,4,True,False
2024-11-16,Oklahoma,3.0,6.0,2.0,2024-2025,True,OK,6,False,False
2024-11-16,Arizona,1.0,6.0,1.0,2024-2025,True,AZ,9,False,False
2024-11-16,Missouri,30.0,36.0,24.0,2024-2025,True,MO,7,False,False
2024-11-16,Connecticut,15.0,27.0,13.0,2024-2025,True,CT,1,False,False
2024-11-16,Iowa,10.0,10.0,8.0,2024-2025,True,IA,7,False,False
2024-11-16,Ohio,109.0,132.0,93.0,2024-2025,True,OH,5,False,False
2024-11-16,Louisiana,63.0,81.0,62.0,2024-2025,True,LA,6,True,False
2024-11-16,Rhode Island,11.0,12.0,11.0,2024-2025,True,RI,1,False,False
2024-11-16,Idaho,1.0,1.0,1.0,2024-2025,True,ID,10,False,False
2024-11-16,Minnesota,9.0,13.0,6.0,2024-2025,True,MN,5,False,True
2024-11-16,Nebraska,2.0,2.0,2.0,2024-2025,True,NE,7,False,False
2024-11-16,Nevada,7.0,12.0,6.0,2024-2025,True,NV,9,False,False
2024-11-16,South Dakota,0.0,0.0,0.0,2024-2025,True,SD,8,False,False
2024-11-16,Wyoming,3.0,3.0,2.0,2024-2025,True,WY,8,False,False
2024-11-16,Kansas,3.0,3.0,3.0,2024-2025,True,KS,7,False,False
2024-11-16,New Hampshire,4.0,4.0,4.0,2024-2025,True,NH,1,False,False
2024-11-16,West Virginia,7.0,10.0,7.0,2024-2025,True,WV,3,False,False
2024-11-16,New York,181.0,265.0,164.0,2024-2025,True,NY,2,False,True
2024-11-16,South Carolina,53.0,73.0,49.0,2024-2025,True,SC,4,True,False
2024-11-16,Texas,472.0,559.0,429.0,2024-2025,True,TX,6,False,False
2024-11-16,Illinois,62.0,82.0,56.0,2024-2025,True,IL,5,False,False
2024-11-16,Massachusetts,25.0,61.0,22.0,2024-2025,True,MA,1,False,False
2024-11-16,Georgia,206.0,299.0,184.0,2024-2025,True,GA,4,True,False
2024-11-16,Utah,1.0,2.0,1.0,2024-2025,True,UT,8,False,False
2024-11-16,Vermont,2.0,3.0,2.0,2024-2025,True,VT,1,False,False
2024-11-16,Hawaii,22.0,26.0,21.0,2024-2025,True,HI,9,False,False
2024-11-16,Maryland,43.0,67.0,39.0,2024-2025,True,MD,3,False,False
2024-11-16,Mississippi,35.0,46.0,33.0,2024-2025,True,MS,4,True,False
2024-11-16,Colorado,15.0,18.0,14.0,2024-2025,True,CO,8,False,False
2024-11-16,New Jersey,118.0,159.0,108.0,2024-2025,True,NJ,2,False,False
2024-11-16,Alaska,7.0,9.0,7.0,2024-2025,True,AK,10,False,False
2024-11-16,Kentucky,33.0,44.0,30.0,2024-2025,True,KY,4,False,False
2024-11-23,California,118.0,214.0,100.0,2024-2025,True,CA,9,False,False
2024-11-23,Delaware,35.0,43.0,31.0,2024-2025,True,DE,3,False,False
2024-11-23,Florida,256.0,527.0,230.0,2024-2025,True,FL,4,False,False
2024-11-23,Montana,0.0,0.0,0.0,2024-2025,True,MT,8,False,False
2024-11-23,New Mexico,4.0,4.0,4.0,2024-2025,True,NM,6,False,False
2024-11-23,Virginia,49.0,70.0,37.0,2024-2025,True,VA,3,False,False
2024-11-23,Washington,10.0,38.0,8.0,2024-2025,True,WA,10,False,False
2024-11-23,Tennessee,108.0,145.0,95.0,2024-2025,True,TN,4,True,False
2024-11-23,District of Columbia,0.0,6.0,0.0,2024-2025,True,DC,3,False,False
2024-11-23,North Dakota,0.0,1.0,0.0,2024-2025,True,ND,8,False,False
2024-11-23,Arkansas,8.0,15.0,6.0,2024-2025,True,AR,6,True,False
2024-11-23,Maine,0.0,0.0,0.0,2024-2025,True,ME,1,False,False
2024-11-23,Michigan,24.0,65.0,15.0,2024-2025,True,MI,5,False,False
2024-11-23,Oregon,2.0,6.0,0.0,2024-2025,True,OR,10,False,False
2024-11-23,Pennsylvania,90.0,176.0,65.0,2024-2025,True,PA,3,False,False
2024-11-23,Alabama,74.0,111.0,64.0,2024-2025,True,AL,4,True,False
2024-11-23,Wisconsin,7.0,11.0,7.0,2024-2025,True,WI,5,False,False
2024-11-23,Indiana,47.0,67.0,43.0,2024-2025,True,IN,5,False,False
2024-11-23,North Carolina,52.0,81.0,45.0,2024-2025,True,NC,4,True,False
2024-11-23,Oklahoma,10.0,11.0,9.0,2024-2025,True,OK,6,False,False
2024-11-23,Arizona,24.0,31.0,21.0,2024-2025,True,AZ,9,False,False
2024-11-23,Missouri,48.0,59.0,43.0,2024-2025,True,MO,7,False,False
2024-11-23,Connecticut,18.0,35.0,17.0,2024-2025,True,CT,1,False,False
2024-11-23,Iowa,8.0,9.0,8.0,2024-2025,True,IA,7,False,False
2024-11-23,Ohio,133.0,175.0,124.0,2024-2025,True,OH,5,False,False
2024-11-23,Louisiana,71.0,94.0,69.0,2024-2025,True,LA,6,True,False
2024-11-23,Rhode Island,14.0,18.0,14.0,2024-2025,True,RI,1,False,False
2024-11-23,Idaho,1.0,3.0,1.0,2024-2025,True,ID,10,False,False
2024-11-23,Minnesota,11.0,15.0,8.0,2024-2025,True,MN,5,False,True
2024-11-23,Nebraska,2.0,2.0,1.0,2024-2025,True,NE,7,False,False
2024-11-23,Nevada,19.0,22.0,17.0,2024-2025,True,NV,9,False,False
2024-11-23,South Dakota,0.0,0.0,0.0,2024-2025,True,SD,8,False,False
2024-11-23,Wyoming,2.0,2.0,1.0,2024-2025,True,WY,8,False,False
2024-11-23,Kansas,7.0,7.0,6.0,2024-2025,True,KS,7,False,False
2024-11-23,New Hampshire,2.0,7.0,2.0,2024-2025,True,NH,1,False,False
2024-11-23,West Virginia,9.0,13.0,8.0,2024-2025,True,WV,3,False,False
2024-11-23,New York,273.0,404.0,244.0,2024-2025,True,NY,2,False,True
2024-11-23,South Carolina,75.0,112.0,64.0,2024-2025,True,SC,4,True,False
2024-11-23,Texas,507.0,625.0,451.0,2024-2025,True,TX,6,False,False
2024-11-23,Illinois,121.0,155.0,110.0,2024-2025,True,IL,5,False,False
2024-11-23,Massachusetts,53.0,125.0,52.0,2024-2025,True,MA,1,False,False
2024-11-23,Georgia,221.0,332.0,191.0,2024-2025,True,GA,4,True,False
2024-11-23,Utah,2.0,3.0,2.0,2024-2025,True,UT,8,False,False
2024-11-23,Vermont,0.0,0.0,0.0,2024-2025,True,VT,1,False,False
2024-11-23,Hawaii,18.0,25.0,18.0,2024-2025,True,HI,9,False,False
2024-11-23,Maryland,63.0,101.0,54.0,2024-2025,True,MD,3,False,False
2024-11-23,Mississippi,48.0,67.0,46.0,2024-2025,True,MS,4,True,False
2024-11-23,Colorado,20.0,27.0,19.0,2024-2025,True,CO,8,False,False
2024-11-23,New Jersey,136.0,205.0,121.0,2024-2025,True,NJ,2,False,False
2024-11-23,Alaska,2.0,4.0,2.0,2024-2025,True,AK,10,False,False
2024-11-23,Kentucky,40.0,54.0,34.0,2024-2025,True,KY,4,False,False
2024-11-30,California,198.0,328.0,165.0,2024-2025,True,CA,9,False,False
2024-11-30,Delaware,35.0,47.0,32.0,2024-2025,True,DE,3,False,False
2024-11-30,Florida,260.0,540.0,234.0,2024-2025,True,FL,4,False,False
2024-11-30,Montana,1.0,2.0,1.0,2024-2025,True,MT,8,False,False
2024-11-30,New Mexico,5.0,6.0,4.0,2024-2025,True,NM,6,False,False
2024-11-30,Virginia,62.0,99.0,57.0,2024-2025,True,VA,3,False,False
2024-11-30,Washington,18.0,44.0,14.0,2024-2025,True,WA,10,False,False
2024-11-30,Tennessee,108.0,140.0,96.0,2024-2025,True,TN,4,True,False
2024-11-30,District of Columbia,0.0,2.0,0.0,2024-2025,True,DC,3,False,False
2024-11-30,North Dakota,0.0,0.0,0.0,2024-2025,True,ND,8,False,False
2024-11-30,Arkansas,16.0,25.0,15.0,2024-2025,True,AR,6,True,False
2024-11-30,Maine,2.0,2.0,2.0,2024-2025,True,ME,1,False,False
2024-11-30,Michigan,64.0,109.0,55.0,2024-2025,True,MI,5,False,False
2024-11-30,Oregon,8.0,12.0,7.0,2024-2025,True,OR,10,False,False
2024-11-30,Pennsylvania,108.0,229.0,93.0,2024-2025,True,PA,3,False,False
2024-11-30,Alabama,97.0,130.0,82.0,2024-2025,True,AL,4,True,False
2024-11-30,Wisconsin,11.0,21.0,5.0,2024-2025,True,WI,5,False,False
2024-11-30,Indiana,37.0,59.0,32.0,2024-2025,True,IN,5,False,False
2024-11-30,North Carolina,80.0,130.0,72.0,2024-2025,True,NC,4,True,False
2024-11-30,Oklahoma,12.0,15.0,12.0,2024-2025,True,OK,6,False,False
2024-11-30,Arizona,13.0,21.0,12.0,2024-2025,True,AZ,9,False,False
2024-11-30,Missouri,43.0,62.0,37.0,2024-2025,True,MO,7,False,False
2024-11-30,Connecticut,40.0,57.0,38.0,2024-2025,True,CT,1,False,False
2024-11-30,Iowa,10.0,10.0,10.0,2024-2025,True,IA,7,False,False
2024-11-30,Ohio,150.0,197.0,137.0,2024-2025,True,OH,5,False,False
2024-11-30,Louisiana,83.0,121.0,72.0,2024-2025,True,LA,6,True,False
2024-11-30,Rhode Island,26.0,35.0,21.0,2024-2025,True,RI,1,False,False
2024-11-30,Idaho,3.0,3.0,3.0,2024-2025,True,ID,10,False,False
2024-11-30,Minnesota,19.0,23.0,15.0,2024-2025,True,MN,5,False,True
2024-11-30,Nebraska,6.0,7.0,5.0,2024-2025,True,NE,7,False,False
2024-11-30,Nevada,23.0,24.0,21.0,2024-2025,True,NV,9,False,False
2024-11-30,South Dakota,0.0,0.0,0.0,2024-2025,True,SD,8,False,False
2024-11-30,Wyoming,3.0,3.0,3.0,2024-2025,True,WY,8,False,False
2024-11-30,Kansas,10.0,13.0,9.0,2024-2025,True,KS,7,False,False
2024-11-30,New Hampshire,3.0,6.0,3.0,2024-2025,True,NH,1,False,False
2024-11-30,West Virginia,10.0,27.0,8.0,2024-2025,True,WV,3,False,False
2024-11-30,New York,377.0,563.0,330.0,2024-2025,True,NY,2,False,True
2024-11-30,South Carolina,76.0,121.0,73.0,2024-2025,True,SC,4,True,False
2024-11-30,Texas,624.0,764.0,561.0,2024-2025,True,TX,6,False,False
2024-11-30,Illinois,160.0,225.0,133.0,2024-2025,True,IL,5,False,False
2024-11-30,Massachusetts,82.0,150.0,78.0,2024-2025,True,MA,1,False,False
2024-11-30,Georgia,277.0,402.0,246.0,2024-2025,True,GA,4,True,False
2024-11-30,Utah,9.0,11.0,9.0,2024-2025,True,UT,8,False,False
