week_end,jurisdiction,rsv_pct,rsv_pct_smoothed,covid_pct,flu_pct,combined_pct,season,in_fixed_window,state_abbrev,hhs_region,is_southeast,is_comparator
2024-01-13,Vermont,1.68,1.84,2.93,2.76,7.07,2023-2024,True,VT,1,False,False
2024-01-13,North Carolina,0.73,1.02,3.18,6.07,9.65,2023-2024,True,NC,4,True,False
2024-01-13,New York,0.45,0.68,2.91,2.81,6.05,2023-2024,True,NY,2,False,True
2024-01-13,New Mexico,1.49,2.26,1.84,4.74,7.87,2023-2024,True,NM,6,False,False
2024-01-13,Montana,0.74,0.81,2.27,7.06,9.91,2023-2024,True,MT,8,False,False
2024-01-13,Georgia,0.18,0.25,1.84,3.87,5.78,2023-2024,True,GA,4,True,False
2024-01-13,Florida,0.27,0.33,2.71,3.69,6.57,2023-2024,True,FL,4,False,False
2024-01-13,Alaska,1.09,1.67,3.86,1.14,5.94,2023-2024,True,AK,10,False,False
2024-01-13,California,0.59,0.8,2.15,2.05,4.53,2023-2024,True,CA,9,False,False
2024-01-13,West Virginia,1.85,2.76,3.35,4.19,9.13,2023-2024,True,WV,3,False,False
2024-01-13,Washington,0.99,1.34,2.72,1.86,5.47,2023-2024,True,WA,10,False,False
2024-01-13,Wyoming,0.65,0.59,2.46,4.54,7.43,2023-2024,True,WY,8,False,False
2024-01-13,Utah,1.34,1.5,2.5,4.52,8.12,2023-2024,True,UT,8,False,False
2024-01-13,South Carolina,0.37,0.48,2.98,4.47,7.73,2023-2024,True,SC,4,True,False
2024-01-13,Pennsylvania,0.6,0.86,2.58,2.71,5.78,2023-2024,True,PA,3,False,False
2024-01-13,Oregon,0.96,1.07,2.53,1.78,5.19,2023-2024,True,OR,10,False,False
2024-01-13,North Dakota,0.67,0.69,1.94,2.7,5.29,2023-2024,True,ND,8,False,False
2024-01-13,New Jersey,0.35,0.51,3.24,3.54,7.0,2023-2024,True,NJ,2,False,False
2024-01-13,Mississippi,0.22,0.31,2.74,5.78,8.62,2023-2024,True,MS,4,True,False
2024-01-13,Louisiana,0.24,0.45,2.78,4.87,7.76,2023-2024,True,LA,6,True,False
2024-01-13,District of Columbia,0.51,0.59,2.79,2.87,6.1,2023-2024,True,DC,3,False,False
2024-01-13,Colorado,0.89,1.06,1.76,3.32,5.87,2023-2024,True,CO,8,False,False
2024-01-13,Arkansas,0.89,1.46,2.3,5.07,8.08,2023-2024,True,AR,6,True,False
2024-01-13,Alabama,0.32,0.51,2.73,5.48,8.41,2023-2024,True,AL,4,True,False
2024-01-20,Arizona,0.69,0.81,2.18,3.48,6.18,2023-2024,True,AZ,9,False,False
2024-01-20,California,0.51,0.66,1.99,2.05,4.26,2023-2024,True,CA,9,False,False
2024-01-20,Florida,0.21,0.27,2.59,3.41,6.12,2023-2024,True,FL,4,False,False
2024-01-20,Massachusetts,0.39,0.6,2.88,2.43,5.61,2023-2024,True,MA,1,False,False
2024-01-20,Minnesota,1.49,1.5,2.57,3.5,7.41,2023-2024,True,MN,5,False,True
2024-01-20,Nebraska,0.53,0.69,1.61,1.34,3.43,2023-2024,True,NE,7,False,False
2024-01-20,North Carolina,0.49,0.75,2.86,4.79,7.85,2023-2024,True,NC,4,True,False
2024-01-20,Oregon,0.6,0.89,1.89,1.4,3.83,2023-2024,True,OR,10,False,False
2024-01-20,Texas,0.33,0.47,2.44,5.22,7.85,2023-2024,True,TX,6,False,False
2024-01-20,Vermont,1.22,1.64,2.54,2.44,5.98,2023-2024,True,VT,1,False,False
2024-01-20,West Virginia,1.59,2.3,2.71,4.64,8.62,2023-2024,True,WV,3,False,False
2024-01-20,Wyoming,0.78,0.57,2.06,4.49,7.13,2023-2024,True,WY,8,False,False
2024-01-20,Wisconsin,0.98,1.24,2.14,2.54,5.55,2023-2024,True,WI,5,False,False
2024-01-20,Virginia,0.25,0.39,2.62,3.23,6.01,2023-2024,True,VA,3,False,False
2024-01-20,South Dakota,0.85,0.9,1.84,1.77,,2023-2024,True,SD,8,False,False
2024-01-20,South Carolina,0.26,0.37,2.79,3.76,6.73,2023-2024,True,SC,4,True,False
2024-01-20,Ohio,0.48,0.63,2.0,3.38,5.84,2023-2024,True,OH,5,False,False
2024-01-20,North Dakota,0.94,0.75,1.77,3.0,5.66,2023-2024,True,ND,8,False,False
2024-01-20,New York,0.37,0.52,2.27,2.59,5.14,2023-2024,True,NY,2,False,True
2024-01-20,Nevada,0.59,0.79,1.36,2.41,4.31,2023-2024,True,NV,9,False,False
2024-01-20,Mississippi,0.21,0.25,2.62,5.14,7.82,2023-2024,True,MS,4,True,False
2024-01-20,Louisiana,0.21,0.31,2.81,3.86,6.78,2023-2024,True,LA,6,True,False
2024-01-20,Kansas,0.73,1.11,1.88,2.04,4.55,2023-2024,True,KS,7,False,False
2024-01-20,Idaho,1.0,1.1,1.88,2.18,4.96,2023-2024,True,ID,10,False,False
2024-01-20,Hawaii,0.29,0.46,2.44,2.69,5.34,2023-2024,True,HI,9,False,False
2024-01-20,District of Columbia,0.22,0.43,2.64,2.44,5.18,2023-2024,True,DC,3,False,False
2024-01-20,Delaware,0.46,0.6,2.55,3.03,5.88,2023-2024,True,DE,3,False,False
2024-01-20,Colorado,0.67,0.89,1.61,3.09,5.28,2023-2024,True,CO,8,False,False
2024-01-20,Utah,1.26,1.44,1.9,3.85,6.8,2023-2024,True,UT,8,False,False
2024-01-20,New Jersey,0.27,0.38,2.78,2.99,5.93,2023-2024,True,NJ,2,False,False
2024-01-20,Montana,0.74,0.78,1.82,5.14,7.57,2023-2024,True,MT,8,False,False
2024-01-20,Iowa,1.42,1.76,2.23,2.87,6.35,2023-2024,True,IA,7,False,False
2024-01-20,Indiana,0.5,0.76,2.04,3.93,6.36,2023-2024,True,IN,5,False,False
2024-01-20,Illinois,0.68,0.96,2.28,2.45,5.3,2023-2024,True,IL,5,False,False
2024-01-20,Connecticut,0.2,0.37,2.87,2.13,5.11,2023-2024,True,CT,1,False,False
2024-01-20,Arkansas,0.8,1.08,1.95,6.25,8.8,2023-2024,True,AR,6,True,False
2024-01-20,Washington,0.7,1.05,2.34,1.81,4.76,2023-2024,True,WA,10,False,False
2024-01-20,Tennessee,0.48,0.63,1.99,5.09,7.39,2023-2024,True,TN,4,True,False
2024-01-20,Rhode Island,0.21,0.46,2.46,2.39,5.0,2023-2024,True,RI,1,False,False
2024-01-20,Pennsylvania,0.46,0.68,2.05,2.49,4.91,2023-2024,True,PA,3,False,False
2024-01-20,Oklahoma,0.7,1.06,1.94,4.09,6.61,2023-2024,True,OK,6,False,False
2024-01-20,New Mexico,1.28,1.75,1.68,4.26,7.11,2023-2024,True,NM,6,False,False
2024-01-20,New Hampshire,0.56,0.69,2.15,2.41,,2023-2024,True,NH,1,False,False
2024-01-20,Michigan,0.63,0.94,2.3,2.24,5.08,2023-2024,True,MI,5,False,False
2024-01-20,Maryland,0.31,0.53,2.5,2.71,5.41,2023-2024,True,MD,3,False,False
2024-01-20,Maine,0.57,0.85,2.32,2.33,5.15,2023-2024,True,ME,1,False,False
2024-01-20,Kentucky,0.74,1.03,2.33,4.89,7.81,2023-2024,True,KY,4,False,False
2024-01-20,Georgia,0.14,0.2,2.02,3.64,5.7,2023-2024,True,GA,4,True,False
2024-01-20,Alaska,1.03,1.29,3.8,1.53,6.21,2023-2024,True,AK,10,False,False
2024-01-20,Alabama,0.28,0.36,2.66,5.1,7.93,2023-2024,True,AL,4,True,False
2024-01-27,Ohio,0.31,0.43,1.68,3.89,5.9,2023-2024,True,OH,5,False,False
2024-01-27,West Virginia,1.27,1.56,1.78,4.14,7.05,2023-2024,True,WV,3,False,False
2024-01-27,Vermont,1.15,1.35,2.12,2.18,5.32,2023-2024,True,VT,1,False,False
2024-01-27,Texas,0.26,0.33,2.72,6.58,9.38,2023-2024,True,TX,6,False,False
2024-01-27,New York,0.27,0.36,1.93,2.63,4.75,2023-2024,True,NY,2,False,True
2024-01-27,New Mexico,1.18,1.32,1.89,4.52,7.44,2023-2024,True,NM,6,False,False
2024-01-27,New Jersey,0.21,0.28,2.21,2.8,5.14,2023-2024,True,NJ,2,False,False
2024-01-27,Montana,0.67,0.72,1.53,4.85,6.85,2023-2024,True,MT,8,False,False
2024-01-27,Minnesota,1.16,1.34,2.23,3.73,6.98,2023-2024,True,MN,5,False,True
2024-01-27,Michigan,0.47,0.67,1.92,2.6,4.92,2023-2024,True,MI,5,False,False
2024-01-27,Massachusetts,0.31,0.41,2.4,2.73,5.33,2023-2024,True,MA,1,False,False
2024-01-27,Maryland,0.22,0.34,1.91,2.16,4.21,2023-2024,True,MD,3,False,False
2024-01-27,Kansas,0.67,0.83,1.54,2.36,4.51,2023-2024,True,KS,7,False,False
2024-01-27,Idaho,1.01,0.95,1.53,1.97,4.45,2023-2024,True,ID,10,False,False
2024-01-27,Hawaii,0.26,0.35,2.61,1.89,4.73,2023-2024,True,HI,9,False,False
2024-01-27,Wyoming,0.73,0.72,1.73,4.47,6.7,2023-2024,True,WY,8,False,False
2024-01-27,Washington,0.58,0.75,2.54,1.9,4.94,2023-2024,True,WA,10,False,False
2024-01-27,Wisconsin,0.83,1.03,2.05,2.8,5.57,2023-2024,True,WI,5,False,False
2024-01-27,Utah,1.34,1.31,1.67,3.21,6.09,2023-2024,True,UT,8,False,False
2024-01-27,South Carolina,0.22,0.28,3.11,3.86,7.12,2023-2024,True,SC,4,True,False
2024-01-27,Oregon,0.54,0.69,1.58,1.34,3.38,2023-2024,True,OR,10,False,False
2024-01-27,Nevada,0.54,0.64,1.21,2.21,3.89,2023-2024,True,NV,9,False,False
2024-01-27,Kentucky,0.49,0.71,2.05,4.83,7.24,2023-2024,True,KY,4,False,False
2024-01-27,Delaware,0.32,0.41,1.98,2.61,4.86,2023-2024,True,DE,3,False,False
2024-01-27,Colorado,0.64,0.73,1.32,2.97,4.82,2023-2024,True,CO,8,False,False
2024-01-27,Arkansas,0.46,0.71,1.85,6.89,8.95,2023-2024,True,AR,6,True,False
2024-01-27,Arizona,0.67,0.69,2.0,3.21,5.71,2023-2024,True,AZ,9,False,False
2024-01-27,Alabama,0.25,0.28,2.65,4.08,6.89,2023-2024,True,AL,4,True,False
2024-01-27,Alaska,0.7,0.94,3.98,2.01,6.54,2023-2024,True,AK,10,False,False
2024-01-27,Connecticut,0.13,0.21,2.57,2.29,4.93,2023-2024,True,CT,1,False,False
2024-01-27,Florida,0.19,0.22,2.57,3.33,5.99,2023-2024,True,FL,4,False,False
2024-01-27,Iowa,1.19,1.53,1.73,3.25,6.03,2023-2024,True,IA,7,False,False
2024-01-27,Maine,0.51,0.66,2.14,2.27,4.85,2023-2024,True,ME,1,False,False
2024-01-27,Mississippi,0.13,0.19,2.44,3.52,6.0,2023-2024,True,MS,4,True,False
2024-01-27,New Hampshire,0.67,0.63,1.9,2.37,,2023-2024,True,NH,1,False,False
2024-01-27,North Carolina,0.41,0.54,3.07,4.81,7.98,2023-2024,True,NC,4,True,False
2024-01-27,Oklahoma,0.56,0.79,1.74,4.66,6.91,2023-2024,True,OK,6,False,False
2024-01-27,Pennsylvania,0.31,0.46,1.75,2.41,4.41,2023-2024,True,PA,3,False,False
2024-01-27,Rhode Island,0.24,0.28,2.23,2.43,4.84,2023-2024,True,RI,1,False,False
2024-01-27,South Dakota,0.97,0.94,1.88,2.65,,2023-2024,True,SD,8,False,False
2024-01-27,Tennessee,0.28,0.43,1.48,3.24,4.91,2023-2024,True,TN,4,True,False
2024-01-27,Virginia,0.2,0.26,2.43,3.24,5.77,2023-2024,True,VA,3,False,False
2024-01-27,California,0.46,0.52,1.63,1.54,3.47,2023-2024,True,CA,9,False,False
2024-01-27,District of Columbia,0.17,0.3,1.91,1.64,3.66,2023-2024,True,DC,3,False,False
2024-01-27,Georgia,0.13,0.15,2.11,3.7,5.83,2023-2024,True,GA,4,True,False
2024-01-27,Illinois,0.45,0.67,1.77,2.38,4.52,2023-2024,True,IL,5,False,False
2024-01-27,Indiana,0.37,0.52,1.54,4.41,6.26,2023-2024,True,IN,5,False,False
2024-01-27,Louisiana,0.13,0.19,2.59,3.37,5.99,2023-2024,True,LA,6,True,False
2024-01-27,Nebraska,0.52,0.55,1.15,1.63,3.22,2023-2024,True,NE,7,False,False
2024-01-27,North Dakota,0.93,0.85,1.38,2.69,4.83,2023-2024,True,ND,8,False,False
2024-02-03,Kentucky,0.36,0.51,2.06,4.62,6.93,2023-2024,True,KY,4,False,False
2024-02-03,Illinois,0.45,0.52,1.72,2.58,4.69,2023-2024,True,IL,5,False,False
2024-02-03,Alaska,1.01,0.91,3.94,1.66,6.35,2023-2024,True,AK,10,False,False
2024-02-03,Iowa,1.18,1.26,1.4,3.76,6.2,2023-2024,True,IA,7,False,False
2024-02-03,Kansas,0.6,0.66,1.57,3.08,5.17,2023-2024,True,KS,7,False,False
2024-02-03,Nevada,0.53,0.56,0.99,1.74,3.21,2023-2024,True,NV,9,False,False
2024-02-03,New Jersey,0.17,0.22,2.01,2.67,4.75,2023-2024,True,NJ,2,False,False
2024-02-03,Oklahoma,0.49,0.58,1.8,5.57,7.73,2023-2024,True,OK,6,False,False
2024-02-03,Pennsylvania,0.27,0.35,1.58,2.38,4.18,2023-2024,True,PA,3,False,False
2024-02-03,Tennessee,0.17,0.3,1.38,2.55,4.02,2023-2024,True,TN,4,True,False
2024-02-03,Wyoming,0.99,0.84,1.32,5.72,7.95,2023-2024,True,WY,8,False,False
2024-02-03,New York,0.25,0.3,1.59,2.45,4.23,2023-2024,True,NY,2,False,True
2024-02-03,Alabama,0.16,0.23,2.52,3.32,5.9,2023-2024,True,AL,4,True,False
2024-02-03,Minnesota,1.17,1.27,2.01,4.13,7.16,2023-2024,True,MN,5,False,True
2024-02-03,Michigan,0.42,0.5,1.87,3.08,5.31,2023-2024,True,MI,5,False,False
2024-02-03,Louisiana,0.11,0.15,2.83,3.09,5.91,2023-2024,True,LA,6,True,False
2024-02-03,Idaho,0.75,0.92,1.51,2.37,4.52,2023-2024,True,ID,10,False,False
2024-02-03,District of Columbia,0.21,0.2,1.7,1.48,3.35,2023-2024,True,DC,3,False,False
2024-02-03,Delaware,0.2,0.32,2.09,2.73,4.95,2023-2024,True,DE,3,False,False
2024-02-03,Hawaii,0.29,0.28,2.47,1.97,4.63,2023-2024,True,HI,9,False,False
2024-02-03,Arkansas,0.39,0.54,1.74,6.82,8.7,2023-2024,True,AR,6,True,False
2024-02-03,North Carolina,0.36,0.42,3.0,4.14,7.21,2023-2024,True,NC,4,True,False
2024-02-03,North Dakota,1.0,0.96,1.42,3.36,5.67,2023-2024,True,ND,8,False,False
2024-02-03,Ohio,0.26,0.34,1.58,4.47,6.33,2023-2024,True,OH,5,False,False
2024-02-03,Virginia,0.16,0.2,2.19,2.84,5.11,2023-2024,True,VA,3,False,False
2024-02-03,Utah,1.29,1.29,1.55,2.62,5.36,2023-2024,True,UT,8,False,False
2024-02-03,Washington,0.59,0.62,2.25,1.62,4.38,2023-2024,True,WA,10,False,False
2024-02-03,West Virginia,0.95,1.24,1.61,3.98,6.41,2023-2024,True,WV,3,False,False
2024-02-03,Wisconsin,0.83,0.88,1.74,3.03,5.51,2023-2024,True,WI,5,False,False
2024-02-03,Montana,0.75,0.72,1.28,4.39,6.23,2023-2024,True,MT,8,False,False
2024-02-03,Nebraska,0.55,0.53,1.24,2.39,4.11,2023-2024,True,NE,7,False,False
2024-02-03,New Mexico,1.1,1.19,1.83,4.72,7.49,2023-2024,True,NM,6,False,False
2024-02-03,Rhode Island,0.21,0.22,1.71,2.33,4.17,2023-2024,True,RI,1,False,False
2024-02-03,Vermont,1.52,1.3,2.45,2.0,5.9,2023-2024,True,VT,1,False,False
2024-02-03,South Dakota,1.28,1.04,1.75,2.73,,2023-2024,True,SD,8,False,False
2024-02-03,South Carolina,0.19,0.23,3.1,3.17,6.37,2023-2024,True,SC,4,True,False
2024-02-03,Oregon,0.52,0.55,1.64,1.14,3.26,2023-2024,True,OR,10,False,False
2024-02-03,Maine,0.48,0.52,1.77,2.6,4.81,2023-2024,True,ME,1,False,False
2024-02-03,New Hampshire,0.43,0.55,2.02,2.59,,2023-2024,True,NH,1,False,False
2024-02-03,Mississippi,0.08,0.14,2.46,2.63,5.11,2023-2024,True,MS,4,True,False
2024-02-03,Massachusetts,0.31,0.34,1.95,2.78,4.96,2023-2024,True,MA,1,False,False
2024-02-03,Maryland,0.16,0.23,1.63,2.04,3.78,2023-2024,True,MD,3,False,False
2024-02-03,Texas,0.24,0.28,2.72,6.69,9.47,2023-2024,True,TX,6,False,False
2024-02-03,Arizona,0.66,0.67,1.82,2.32,4.69,2023-2024,True,AZ,9,False,False
2024-02-03,California,0.37,0.44,1.51,1.31,3.08,2023-2024,True,CA,9,False,False
2024-02-03,Colorado,0.6,0.63,1.42,2.77,4.7,2023-2024,True,CO,8,False,False
2024-02-03,Connecticut,0.15,0.16,2.21,2.16,4.47,2023-2024,True,CT,1,False,False
2024-02-03,Florida,0.17,0.19,2.35,3.08,5.51,2023-2024,True,FL,4,False,False
2024-02-03,Georgia,0.12,0.13,2.11,3.22,5.35,2023-2024,True,GA,4,True,False
2024-02-03,Indiana,0.28,0.38,1.52,4.6,6.33,2023-2024,True,IN,5,False,False
2024-02-10,Nebraska,0.55,0.54,1.4,3.05,4.9,2023-2024,True,NE,7,False,False
2024-02-10,Alabama,0.16,0.19,2.73,3.29,6.08,2023-2024,True,AL,4,True,False
2024-02-10,Arizona,0.58,0.64,1.52,1.81,3.84,2023-2024,True,AZ,9,False,False
2024-02-10,Idaho,1.0,0.92,1.27,2.06,4.27,2023-2024,True,ID,10,False,False
2024-02-10,Minnesota,1.09,1.14,1.87,4.33,7.16,2023-2024,True,MN,5,False,True
2024-02-10,New Jersey,0.15,0.18,1.7,2.77,4.55,2023-2024,True,NJ,2,False,False
2024-02-10,North Dakota,0.86,0.93,1.51,2.55,4.76,2023-2024,True,ND,8,False,False
2024-02-10,Ohio,0.23,0.27,1.53,5.42,7.2,2023-2024,True,OH,5,False,False
2024-02-10,Colorado,0.53,0.59,1.15,2.53,4.16,2023-2024,True,CO,8,False,False
2024-02-10,Delaware,0.29,0.27,1.91,3.43,5.57,2023-2024,True,DE,3,False,False
2024-02-10,District of Columbia,0.1,0.16,1.45,1.59,3.09,2023-2024,True,DC,3,False,False
2024-02-10,Rhode Island,0.1,0.18,1.44,2.63,4.14,2023-2024,True,RI,1,False,False
2024-02-10,South Carolina,0.17,0.2,3.23,2.69,6.02,2023-2024,True,SC,4,True,False
2024-02-10,Washington,0.56,0.57,2.21,1.41,4.08,2023-2024,True,WA,10,False,False
2024-02-10,Oklahoma,0.5,0.52,1.85,5.07,7.31,2023-2024,True,OK,6,False,False
2024-02-10,North Carolina,0.26,0.35,3.11,3.86,6.9,2023-2024,True,NC,4,True,False
2024-02-10,New York,0.2,0.24,1.5,2.46,4.09,2023-2024,True,NY,2,False,True
2024-02-10,Michigan,0.34,0.41,2.0,3.87,6.12,2023-2024,True,MI,5,False,False
2024-02-10,Maine,0.46,0.48,1.67,3.19,5.26,2023-2024,True,ME,1,False,False
2024-02-10,Kansas,0.54,0.6,1.6,3.39,5.45,2023-2024,True,KS,7,False,False
2024-02-10,Iowa,1.17,1.18,1.46,4.17,6.68,2023-2024,True,IA,7,False,False
2024-02-10,Indiana,0.29,0.31,1.64,4.84,6.69,2023-2024,True,IN,5,False,False
2024-02-10,Illinois,0.43,0.45,1.91,2.78,5.05,2023-2024,True,IL,5,False,False
2024-02-10,Tennessee,0.2,0.22,1.95,2.89,4.96,2023-2024,True,TN,4,True,False
2024-02-10,Texas,0.2,0.23,2.56,5.3,7.91,2023-2024,True,TX,6,False,False
2024-02-10,Virginia,0.11,0.16,2.21,3.16,5.42,2023-2024,True,VA,3,False,False
2024-02-10,West Virginia,0.61,0.94,1.5,4.92,6.91,2023-2024,True,WV,3,False,False
2024-02-10,Wyoming,1.42,1.06,1.32,5.45,8.09,2023-2024,True,WY,8,False,False
2024-02-10,Florida,0.13,0.16,2.3,3.04,5.39,2023-2024,True,FL,4,False,False
2024-02-10,Georgia,0.1,0.12,2.01,2.85,4.87,2023-2024,True,GA,4,True,False
2024-02-10,Kentucky,0.26,0.37,2.28,5.32,7.74,2023-2024,True,KY,4,False,False
2024-02-10,Mississippi,0.08,0.1,2.77,2.45,5.23,2023-2024,True,MS,4,True,False
2024-02-10,Montana,0.99,0.8,1.26,3.75,5.9,2023-2024,True,MT,8,False,False
2024-02-10,Wisconsin,0.77,0.81,1.95,3.22,5.84,2023-2024,True,WI,5,False,False
2024-02-10,Pennsylvania,0.23,0.27,1.51,2.89,4.57,2023-2024,True,PA,3,False,False
2024-02-10,New Mexico,0.86,1.05,1.95,4.43,7.12,2023-2024,True,NM,6,False,False
2024-02-10,New Hampshire,0.3,0.46,1.27,1.98,,2023-2024,True,NH,1,False,False
2024-02-10,Nevada,0.45,0.51,0.81,1.63,2.86,2023-2024,True,NV,9,False,False
2024-02-10,Massachusetts,0.21,0.27,1.85,3.07,5.03,2023-2024,True,MA,1,False,False
2024-02-10,Maryland,0.17,0.18,1.96,2.4,4.46,2023-2024,True,MD,3,False,False
2024-02-10,Louisiana,0.11,0.12,2.95,2.69,5.66,2023-2024,True,LA,6,True,False
2024-02-10,Hawaii,0.21,0.25,2.03,2.06,4.26,2023-2024,True,HI,9,False,False
2024-02-10,Connecticut,0.11,0.13,1.97,2.34,4.37,2023-2024,True,CT,1,False,False
2024-02-10,California,0.32,0.38,1.23,1.06,2.49,2023-2024,True,CA,9,False,False
2024-02-10,Arkansas,0.3,0.39,1.87,7.12,9.04,2023-2024,True,AR,6,True,False
2024-02-10,Alaska,0.55,0.75,3.37,1.47,5.29,2023-2024,True,AK,10,False,False
2024-02-10,Oregon,0.53,0.53,1.61,1.18,3.28,2023-2024,True,OR,10,False,False
2024-02-10,South Dakota,0.9,1.05,1.76,3.3,,2023-2024,True,SD,8,False,False
2024-02-10,Utah,1.2,1.27,1.24,2.16,4.51,2023-2024,True,UT,8,False,False
2024-02-10,Vermont,1.18,1.29,1.71,2.19,5.04,2023-2024,True,VT,1,False,False
2024-02-17,North Carolina,0.24,0.29,2.84,3.61,6.41,2023-2024,True,NC,4,True,False
2024-02-17,Alabama,0.15,0.15,2.71,2.82,5.61,2023-2024,True,AL,4,True,False
2024-02-17,Arizona,0.45,0.56,1.29,1.61,3.28,2023-2024,True,AZ,9,False,False
2024-02-17,Arkansas,0.2,0.3,2.04,6.87,8.98,2023-2024,True,AR,6,True,False
2024-02-17,Colorado,0.51,0.55,1.02,2.22,3.7,2023-2024,True,CO,8,False,False
2024-02-17,District of Columbia,0.14,0.15,1.73,2.11,3.86,2023-2024,True,DC,3,False,False
2024-02-17,Georgia,0.11,0.11,1.97,2.39,4.4,2023-2024,True,GA,4,True,False
2024-02-17,Idaho,0.88,0.88,1.07,2.32,4.21,2023-2024,True,ID,10,False,False
2024-02-17,Illinois,0.34,0.41,1.82,2.91,4.98,2023-2024,True,IL,5,False,False
2024-02-17,Iowa,1.06,1.14,1.48,4.86,7.28,2023-2024,True,IA,7,False,False
2024-02-17,Louisiana,0.1,0.11,2.83,2.26,5.08,2023-2024,True,LA,6,True,False
2024-02-17,Ohio,0.2,0.23,1.5,5.9,7.59,2023-2024,True,OH,5,False,False
2024-02-17,Oklahoma,0.33,0.44,1.51,4.49,6.24,2023-2024,True,OK,6,False,False
2024-02-17,Pennsylvania,0.19,0.23,1.41,2.99,4.55,2023-2024,True,PA,3,False,False
2024-02-17,West Virginia,0.76,0.77,1.47,6.09,8.21,2023-2024,True,WV,3,False,False
2024-02-17,Wisconsin,0.65,0.75,1.77,3.35,5.7,2023-2024,True,WI,5,False,False
2024-02-17,South Carolina,0.14,0.17,2.95,2.53,5.58,2023-2024,True,SC,4,True,False
2024-02-17,New Mexico,0.65,0.87,2.03,4.23,6.78,2023-2024,True,NM,6,False,False
2024-02-17,New Hampshire,0.23,0.32,1.31,2.25,,2023-2024,True,NH,1,False,False
2024-02-17,Nevada,0.43,0.47,0.73,1.67,2.79,2023-2024,True,NV,9,False,False
2024-02-17,Michigan,0.34,0.37,1.94,4.44,6.63,2023-2024,True,MI,5,False,False
2024-02-17,Kansas,0.49,0.55,1.55,3.41,5.34,2023-2024,True,KS,7,False,False
2024-02-17,Connecticut,0.14,0.13,1.76,2.32,4.18,2023-2024,True,CT,1,False,False
2024-02-17,California,0.24,0.31,1.14,0.99,2.31,2023-2024,True,CA,9,False,False
2024-02-17,Virginia,0.11,0.13,2.17,3.51,5.71,2023-2024,True,VA,3,False,False
2024-02-17,Vermont,1.11,1.27,1.74,3.04,5.85,2023-2024,True,VT,1,False,False
2024-02-17,Utah,1.0,1.16,1.22,2.21,4.32,2023-2024,True,UT,8,False,False
2024-02-17,Texas,0.18,0.21,2.06,3.84,6.0,2023-2024,True,TX,6,False,False
2024-02-17,Tennessee,0.17,0.18,2.3,2.96,5.35,2023-2024,True,TN,4,True,False
2024-02-17,South Dakota,1.28,1.15,1.57,4.09,,2023-2024,True,SD,8,False,False
2024-02-17,Montana,1.19,0.97,1.3,3.16,5.55,2023-2024,True,MT,8,False,False
2024-02-17,Minnesota,0.91,1.06,1.4,4.4,6.64,2023-2024,True,MN,5,False,True
2024-02-17,Maryland,0.17,0.17,1.95,2.75,4.77,2023-2024,True,MD,3,False,False
2024-02-17,Hawaii,0.17,0.23,1.6,1.87,3.64,2023-2024,True,HI,9,False,False
2024-02-17,Florida,0.11,0.14,1.98,2.54,4.56,2023-2024,True,FL,4,False,False
2024-02-17,Delaware,0.16,0.22,2.14,4.07,6.31,2023-2024,True,DE,3,False,False
2024-02-17,Alaska,0.46,0.67,2.7,1.6,4.65,2023-2024,True,AK,10,False,False
2024-02-17,Wyoming,1.13,1.18,1.58,5.57,8.13,2023-2024,True,WY,8,False,False
2024-02-17,Washington,0.47,0.54,1.91,1.26,3.58,2023-2024,True,WA,10,False,False
2024-02-17,Rhode Island,0.12,0.14,1.0,2.45,3.49,2023-2024,True,RI,1,False,False
2024-02-17,Oregon,0.38,0.48,1.63,1.3,3.27,2023-2024,True,OR,10,False,False
2024-02-17,North Dakota,0.86,0.91,1.05,1.89,3.72,2023-2024,True,ND,8,False,False
2024-02-17,New York,0.16,0.2,1.26,2.65,4.01,2023-2024,True,NY,2,False,True
2024-02-17,New Jersey,0.12,0.14,1.48,2.96,4.48,2023-2024,True,NJ,2,False,False
2024-02-17,Nebraska,0.49,0.53,1.07,2.86,4.32,2023-2024,True,NE,7,False,False
2024-02-17,Mississippi,0.09,0.08,2.7,2.12,4.81,2023-2024,True,MS,4,True,False
2024-02-17,Massachusetts,0.2,0.24,1.51,3.04,4.68,2023-2024,True,MA,1,False,False
2024-02-17,Maine,0.46,0.47,1.58,3.28,5.21,2023-2024,True,ME,1,False,False
2024-02-17,Kentucky,0.2,0.27,2.24,5.27,7.62,2023-2024,True,KY,4,False,False
2024-02-17,Indiana,0.24,0.27,1.48,4.83,6.46,2023-2024,True,IN,5,False,False
2024-02-24,New Hampshire,0.14,0.22,0.95,1.85,,2023-2024,True,NH,1,False,False
2024-02-24,Nevada,0.36,0.41,0.77,1.62,2.72,2023-2024,True,NV,9,False,False
2024-02-24,Nebraska,0.37,0.47,1.16,3.89,5.31,2023-2024,True,NE,7,False,False
2024-02-24,Kentucky,0.24,0.24,2.13,5.15,7.42,2023-2024,True,KY,4,False,False
2024-02-24,Iowa,1.1,1.11,1.41,5.05,7.38,2023-2024,True,IA,7,False,False
2024-02-24,Hawaii,0.14,0.18,1.95,2.05,4.12,2023-2024,True,HI,9,False,False
2024-02-24,Georgia,0.09,0.1,1.72,1.78,3.53,2023-2024,True,GA,4,True,False
2024-02-24,District of Columbia,0.12,0.12,1.5,2.49,4.03,2023-2024,True,DC,3,False,False
